date,location,avg_temp,max_temp
2022/4/19,Nagoya,16.1,23.2
2022/4/20,Nagoya,16.8,23.7
2022/4/21,Nagoya,16.3,21.4
2022/4/22,Nagoya,19.7,25.2
2022/4/23,Nagoya,19.5,25.6
2022/4/24,Nagoya,17.2,18.2
2022/4/25,Nagoya,20.9,28.1
2022/4/26,Nagoya,21.3,24.2
2022/4/27,Nagoya,20.8,26.1
2022/4/28,Nagoya,18.2,23.3
2022/4/29,Nagoya,15.9,19.4
2022/4/30,Nagoya,15.2,21.5
2022/5/1,Nagoya,13.9,16.2
2022/5/2,Nagoya,14.1,21.3
2022/5/3,Nagoya,15.1,21.2
2022/5/4,Nagoya,17.4,25.4
2022/5/5,Nagoya,19.9,27.2
2022/5/6,Nagoya,19.6,24.4
2022/5/7,Nagoya,21.2,26.9
2022/5/8,Nagoya,18.7,24
2022/5/9,Nagoya,14.4,17.2
2022/5/10,Nagoya,16.7,23.3
2022/5/11,Nagoya,19.5,25.1
2022/5/12,Nagoya,18.9,22.5
2022/5/13,Nagoya,19.6,21.4
2022/5/14,Nagoya,19.8,23.7
2022/5/15,Nagoya,16.9,20
2022/5/16,Nagoya,17.3,21.3
2022/5/17,Nagoya,17.2,20.7
2022/5/18,Nagoya,19.8,27.5
2022/5/19,Nagoya,21.3,27.9
2022/5/20,Nagoya,21.3,26
2022/5/21,Nagoya,18.4,20.3
2022/5/22,Nagoya,21.8,27.6
2022/5/23,Nagoya,22.6,28.7
2022/5/24,Nagoya,22.2,28.1
2022/5/25,Nagoya,22.6,27.6
2022/5/26,Nagoya,19.9,23.3
2022/5/27,Nagoya,22.5,28.2
2022/5/28,Nagoya,22.7,27.7
2022/5/29,Nagoya,25.3,33.1
2022/5/30,Nagoya,23.9,31.5
2022/5/31,Nagoya,20.1,27.1
2022/6/1,Nagoya,21,26.3
2022/6/2,Nagoya,23.2,29.5
2022/6/3,Nagoya,23.9,30
2022/6/4,Nagoya,22.3,27.8
2022/6/5,Nagoya,22.8,26.9
2022/6/6,Nagoya,18.8,20.9
2022/6/7,Nagoya,20.3,25.2
2022/6/8,Nagoya,21.3,26.9
2022/6/9,Nagoya,22.5,27.9
2022/6/10,Nagoya,23.5,28.5
2022/6/11,Nagoya,22,24.7
2022/6/12,Nagoya,22.9,29
2022/6/13,Nagoya,22.4,27.9
2022/6/14,Nagoya,18.6,22.1
2022/6/15,Nagoya,18.2,19.6
2022/6/16,Nagoya,22.1,26.1
2022/6/17,Nagoya,25.1,31
2022/6/18,Nagoya,22.7,24.9
2022/6/19,Nagoya,25.4,31.5
2022/6/20,Nagoya,26.6,31.5
2022/6/21,Nagoya,23.8,27
2022/6/22,Nagoya,24,27.1
2022/6/23,Nagoya,26.3,31.1
2022/6/24,Nagoya,27.8,32.1
2022/6/25,Nagoya,29,34.2
2022/6/26,Nagoya,27.7,32
2022/6/27,Nagoya,30.2,35.5
2022/6/28,Nagoya,31,36.7
2022/6/29,Nagoya,31.2,37.5
2022/6/30,Nagoya,32.4,37.9
2022/7/1,Nagoya,32,38.4
2022/7/2,Nagoya,29.7,34.9
2022/7/3,Nagoya,25.4,27.8
2022/7/4,Nagoya,24.9,27.1
2022/7/5,Nagoya,25.6,29.1
2022/7/6,Nagoya,27.6,35
2022/7/7,Nagoya,27.3,33.1
2022/7/8,Nagoya,28,33.7
2022/7/9,Nagoya,26.7,31.9
2022/7/10,Nagoya,24,27.1
2022/7/11,Nagoya,28,32.9
2022/7/12,Nagoya,25.4,26.6
2022/7/13,Nagoya,27.9,33
2022/7/14,Nagoya,25.7,28.7
2022/7/15,Nagoya,24.9,27.9
2022/7/16,Nagoya,24.8,27.6
2022/7/17,Nagoya,26.3,32.1
2022/7/18,Nagoya,27.7,32.4
2022/7/19,Nagoya,25.8,27.1
2022/7/20,Nagoya,28.6,32.7
2022/7/21,Nagoya,27.9,33.3
2022/7/22,Nagoya,27.8,33.2
2022/7/23,Nagoya,27.1,31.3
2022/7/24,Nagoya,27.8,33.6
2022/7/25,Nagoya,29.9,35.3
2022/7/26,Nagoya,29.2,33.8
2022/7/27,Nagoya,27.8,32.6
2022/7/28,Nagoya,29.2,34
2022/7/29,Nagoya,29.6,34.4
2022/7/30,Nagoya,29.9,34.5
2022/7/31,Nagoya,30.6,36.2
2022/8/1,Nagoya,30.9,36.2
2022/8/2,Nagoya,32.6,37.5
2022/8/3,Nagoya,32.2,37.5
2022/8/4,Nagoya,26.9,30.3
2022/8/5,Nagoya,27.1,33.3
2022/8/6,Nagoya,27.3,31.3
2022/8/7,Nagoya,29.1,33.9
2022/8/8,Nagoya,29,33.1
2022/8/9,Nagoya,30.2,35.6
2022/8/10,Nagoya,30.4,35
2022/8/11,Nagoya,29.8,34.5
2022/8/12,Nagoya,28.1,31.5
2022/8/13,Nagoya,29,34.9
2022/8/14,Nagoya,28.1,31.9
2022/8/15,Nagoya,29.2,35.2
2022/8/16,Nagoya,29.6,35.4
2022/8/17,Nagoya,25.7,29
2022/8/18,Nagoya,26.8,31.7
2022/8/19,Nagoya,28,32.9
2022/8/20,Nagoya,28.2,31.8
2022/8/21,Nagoya,28,31.9
2022/8/22,Nagoya,28.6,32.8
2022/8/23,Nagoya,28.5,32.3
2022/8/24,Nagoya,29.9,35.9
2022/8/25,Nagoya,26.9,29.2
2022/8/26,Nagoya,28.1,31.4
2022/8/27,Nagoya,28,30.6
2022/8/28,Nagoya,26.7,31.9
2022/8/29,Nagoya,25.8,31.7
2022/8/30,Nagoya,26.1,31.9
2022/8/31,Nagoya,28.5,33.3
2022/9/1,Nagoya,27.8,31.9
2022/9/2,Nagoya,26.7,32.7
2022/9/3,Nagoya,26.9,31.3
2022/9/4,Nagoya,27.3,31.6
2022/9/5,Nagoya,28.2,33.5
2022/9/6,Nagoya,27.6,31.4
2022/9/7,Nagoya,27.9,33.8
2022/9/8,Nagoya,25.9,27.9
2022/9/9,Nagoya,27.1,32.2
2022/9/10,Nagoya,27.6,32.6
2022/9/11,Nagoya,28.6,33
2022/9/12,Nagoya,28.4,33.3
2022/9/13,Nagoya,28.8,34
2022/9/14,Nagoya,29.2,34
2022/9/15,Nagoya,27.3,31.2
2022/9/16,Nagoya,26.9,31.5
2022/9/17,Nagoya,27.7,32.2
2022/9/18,Nagoya,27.4,31.4
2022/9/19,Nagoya,27.8,30.2
2022/9/20,Nagoya,22.9,27.6
2022/9/21,Nagoya,22,27.2
2022/9/22,Nagoya,21.5,23.3
2022/9/23,Nagoya,21.8,22.6
2022/9/24,Nagoya,24.3,30
2022/9/25,Nagoya,23.2,29.2
2022/9/26,Nagoya,25.7,31.1
2022/9/27,Nagoya,24.8,31.2
2022/9/28,Nagoya,23.4,27.4
2022/9/29,Nagoya,23.4,26.6
2022/9/30,Nagoya,24,28.7
2022/10/1,Nagoya,24.9,30.6
2022/10/2,Nagoya,24.5,30.6
2022/10/3,Nagoya,24.1,28.9
2022/10/4,Nagoya,25,29.4
2022/10/5,Nagoya,21.5,25.7
2022/10/6,Nagoya,17.9,20.2
2022/10/7,Nagoya,15.6,17.4
2022/10/8,Nagoya,18.6,24.3
2022/10/9,Nagoya,17.1,20.2
2022/10/10,Nagoya,19,25.9
2022/10/11,Nagoya,18.4,22.7
2022/10/12,Nagoya,19.4,25
2022/10/13,Nagoya,18.7,22.2
2022/10/14,Nagoya,21.1,27.8
2022/10/15,Nagoya,22.4,28.5
2022/10/16,Nagoya,22.6,27.6
2022/10/17,Nagoya,19.8,21
2022/10/18,Nagoya,18.3,23.8
2022/10/19,Nagoya,16.8,22.7
2022/10/20,Nagoya,16.1,22.6
2022/10/21,Nagoya,17.1,23.5
2022/10/22,Nagoya,18.9,24.4
2022/10/23,Nagoya,19.2,25.1
2022/10/24,Nagoya,17.2,22.5
2022/10/25,Nagoya,14.3,18.8
2022/10/26,Nagoya,14.2,20.7
2022/10/27,Nagoya,13.8,19.3
2022/10/28,Nagoya,15.6,21.9
2022/10/29,Nagoya,15.5,21.5
2022/10/30,Nagoya,14.9,21.1
2022/10/31,Nagoya,15.7,20.8
2022/11/1,Nagoya,15,16.8
2022/11/2,Nagoya,17.3,24.1
2022/11/3,Nagoya,16.6,23
2022/11/4,Nagoya,15.5,21.8
2022/11/5,Nagoya,14.1,19.7
2022/11/6,Nagoya,13.8,20.3
2022/11/7,Nagoya,14.2,20.3
2022/11/8,Nagoya,14.6,20.6
2022/11/9,Nagoya,13.4,20
2022/11/10,Nagoya,13.9,20.9
2022/11/11,Nagoya,15,21.2
2022/11/12,Nagoya,16.2,23.1
2022/11/13,Nagoya,16.6,20.2
2022/11/14,Nagoya,15.2,18.9
2022/11/15,Nagoya,14.5,19.3
2022/11/16,Nagoya,12.7,17.4
2022/11/17,Nagoya,12.1,16.7
2022/11/18,Nagoya,12.6,18.6
2022/11/19,Nagoya,13.2,19.7
2022/11/20,Nagoya,14.7,18.3
2022/11/21,Nagoya,15.6,21.6
2022/11/22,Nagoya,15.1,19.6
2022/11/23,Nagoya,13.2,14.7
2022/11/24,Nagoya,14.9,20.1
2022/11/25,Nagoya,13.5,19.1
2022/11/26,Nagoya,14.5,18.4
2022/11/27,Nagoya,13.8,18.9
2022/11/28,Nagoya,14,19.4
2022/11/29,Nagoya,18.5,20
2022/11/30,Nagoya,14.7,18.1
2022/12/1,Nagoya,9.3,13.2
2022/12/2,Nagoya,7.6,11.6
2022/12/3,Nagoya,7.5,13.2
2022/12/4,Nagoya,9.2,13.3
2022/12/5,Nagoya,10.2,12.6
2022/12/6,Nagoya,9.4,15.1
2022/12/7,Nagoya,8.5,11.9
2022/12/8,Nagoya,8.7,13.8
2022/12/9,Nagoya,8.9,14.7
2022/12/10,Nagoya,10.3,16.4
2022/12/11,Nagoya,10.5,15.5
2022/12/12,Nagoya,9.5,13.7
2022/12/13,Nagoya,9.5,13.5
2022/12/14,Nagoya,7.2,10.2
2022/12/15,Nagoya,4.9,9.5
2022/12/16,Nagoya,5.5,9.4
2022/12/17,Nagoya,4.8,6.8
2022/12/18,Nagoya,3.4,6.2
2022/12/19,Nagoya,2.7,7.7
2022/12/20,Nagoya,3.8,7.5
2022/12/21,Nagoya,4.6,10.2
2022/12/22,Nagoya,6.6,13.5
2022/12/23,Nagoya,2.7,6
2022/12/24,Nagoya,1.7,4.8
2022/12/25,Nagoya,4.1,9.8
2022/12/26,Nagoya,4.7,8.8
2022/12/27,Nagoya,5.6,11.2
2022/12/28,Nagoya,5.3,11.1
2022/12/29,Nagoya,5.9,10.4
2022/12/30,Nagoya,5.6,7.9
2022/12/31,Nagoya,5.8,10.4
2023/1/1,Nagoya,6.8,11.7
2023/1/2,Nagoya,5.8,10.1
2023/1/3,Nagoya,4.5,9.8
2023/1/4,Nagoya,4.6,8.7
2023/1/5,Nagoya,4.5,9.3
2023/1/6,Nagoya,6,10.7
2023/1/7,Nagoya,5.3,10.4
2023/1/8,Nagoya,6.6,12.3
2023/1/9,Nagoya,7.7,12.6
2023/1/10,Nagoya,5.3,8.8
2023/1/11,Nagoya,5,12.1
2023/1/12,Nagoya,6.3,14.8
2023/1/13,Nagoya,7.8,13.5
2023/1/14,Nagoya,10.7,12.7
2023/1/15,Nagoya,11,14.5
2023/1/16,Nagoya,8.8,12.4
2023/1/17,Nagoya,5.7,10.6
2023/1/18,Nagoya,6.4,12.6
2023/1/19,Nagoya,5.9,12.1
2023/1/20,Nagoya,5.9,12.6
2023/1/21,Nagoya,4.2,8.7
2023/1/22,Nagoya,4.5,9.9
2023/1/23,Nagoya,6,8.5
2023/1/24,Nagoya,3.6,10
2023/1/25,Nagoya,-1.1,2.7
2023/1/26,Nagoya,1.5,6.7
2023/1/27,Nagoya,1.6,3.1
2023/1/28,Nagoya,1.7,6.4
2023/1/29,Nagoya,3,8.2
2023/1/30,Nagoya,2.6,8.6
2023/1/31,Nagoya,2.4,7.9
2023/2/1,Nagoya,3.3,8.5
2023/2/2,Nagoya,5.1,8.6
2023/2/3,Nagoya,4.7,9
2023/2/4,Nagoya,5.4,11.9
2023/2/5,Nagoya,6.4,12.4
2023/2/6,Nagoya,7,13.4
2023/2/7,Nagoya,10.3,15.5
2023/2/8,Nagoya,9,14.6
2023/2/9,Nagoya,6.4,11.4
2023/2/10,Nagoya,5.2,7.2
2023/2/11,Nagoya,9.7,15.5
2023/2/12,Nagoya,12.1,17
2023/2/13,Nagoya,10,11.7
2023/2/14,Nagoya,5.3,9.9
2023/2/15,Nagoya,2.6,7.4
2023/2/16,Nagoya,3.4,9.7
2023/2/17,Nagoya,5.3,12.1
2023/2/18,Nagoya,7.5,11.7
2023/2/19,Nagoya,9.3,12.7
2023/2/20,Nagoya,7.2,12.2
2023/2/21,Nagoya,3.4,8.4
2023/2/22,Nagoya,4.8,10.5
2023/2/23,Nagoya,6.3,11.5
2023/2/24,Nagoya,5.9,8.6
2023/2/25,Nagoya,6,10.6
2023/2/26,Nagoya,4.6,10.2
2023/2/27,Nagoya,7.4,14.6
2023/2/28,Nagoya,9.6,17.9
2023/3/1,Nagoya,11.4,18
2023/3/2,Nagoya,8.6,12.8
2023/3/3,Nagoya,7.4,13.2
2023/3/4,Nagoya,8.9,15.5
2023/3/5,Nagoya,8.9,13.7
2023/3/6,Nagoya,10.4,18
2023/3/7,Nagoya,11.6,20.2
2023/3/8,Nagoya,13,21.5
2023/3/9,Nagoya,14.8,22.1
2023/3/10,Nagoya,16.4,22.6
2023/3/11,Nagoya,14.8,22.5
2023/3/12,Nagoya,15.3,20.9
2023/3/13,Nagoya,10.4,15.5
2023/3/14,Nagoya,10.5,17.3
2023/3/15,Nagoya,12.9,20.5
2023/3/16,Nagoya,15.7,22.1
2023/3/17,Nagoya,13.7,18.4
2023/3/18,Nagoya,9.8,12.1
2023/3/19,Nagoya,10.9,17.9
2023/3/20,Nagoya,12.4,19.8
2023/3/21,Nagoya,13,18.1
2023/3/22,Nagoya,17.2,24.9
2023/3/23,Nagoya,17,18.7
2023/3/24,Nagoya,18.2,24.1
2023/3/25,Nagoya,12.7,15.2
2023/3/26,Nagoya,11.6,13.6
2023/3/27,Nagoya,12.2,18.6
2023/3/28,Nagoya,12.6,20.2
2023/3/29,Nagoya,13,20.6
2023/3/30,Nagoya,13.7,21
2023/3/31,Nagoya,14.9,21.4
2023/4/1,Nagoya,16.9,25.6
2023/4/2,Nagoya,16.9,22.6
2023/4/3,Nagoya,15.9,21.4
2023/4/4,Nagoya,16.1,21.8
2023/4/5,Nagoya,16.6,21.2
2023/4/6,Nagoya,16.5,18.8
2023/4/7,Nagoya,16.5,18.3
2023/4/8,Nagoya,11.5,16.4
2023/4/9,Nagoya,11.9,18.8
2023/4/10,Nagoya,14.2,21.8
2023/4/11,Nagoya,17.2,24
2023/4/12,Nagoya,16,20.8
2023/4/13,Nagoya,15.1,22.8
2023/4/14,Nagoya,16.5,23.9
2023/4/15,Nagoya,13.4,16.3
2023/4/16,Nagoya,16.1,21.3
2023/4/17,Nagoya,13.7,19
2023/4/18,Nagoya,13.9,21.1
2023/4/19,Nagoya,17.4,23
2023/4/20,Nagoya,20.5,27.5
2023/4/21,Nagoya,20.1,28.5
2023/4/22,Nagoya,15.7,22.7
2023/4/23,Nagoya,15.7,23.1
2023/4/24,Nagoya,14.6,19.2
2023/4/25,Nagoya,13.5,16.3
2023/4/26,Nagoya,14.4,18.1
2023/4/27,Nagoya,16.4,23
2023/4/28,Nagoya,17.5,23.8
2023/4/29,Nagoya,17.8,23.1
2023/4/30,Nagoya,17.6,20
2023/5/1,Nagoya,17.1,25.2
2023/5/2,Nagoya,17.2,24.2
2023/5/3,Nagoya,18.5,25.1
2023/5/4,Nagoya,19.7,26.4
2023/5/5,Nagoya,20.1,24.2
2023/5/6,Nagoya,21.4,25.2
2023/5/7,Nagoya,20.1,21.3
2023/5/8,Nagoya,18.2,23.1
2023/5/9,Nagoya,17.2,22.7
2023/5/10,Nagoya,19.6,27.4
2023/5/11,Nagoya,19.5,25.8
2023/5/12,Nagoya,18.6,25
2023/5/13,Nagoya,17.7,23.1
2023/5/14,Nagoya,16.2,18.4
2023/5/15,Nagoya,18.7,24.3
2023/5/16,Nagoya,21.9,29.2
2023/5/17,Nagoya,25.5,33.3
2023/5/18,Nagoya,24.2,31.7
2023/5/19,Nagoya,18.8,21.7
2023/5/20,Nagoya,22.1,28.7
2023/5/21,Nagoya,23.8,29.7
2023/5/22,Nagoya,23.9,30.8
2023/5/23,Nagoya,19.5,25
2023/5/24,Nagoya,19.3,26.4
2023/5/25,Nagoya,19,23.4
2023/5/26,Nagoya,19.9,23
2023/5/27,Nagoya,21.6,27.8
2023/5/28,Nagoya,22.1,26.4
2023/5/29,Nagoya,21,22.3
2023/5/30,Nagoya,22.3,28
2023/5/31,Nagoya,20.9,24.3
2023/6/1,Nagoya,21.8,25.8
2023/6/2,Nagoya,21.1,22.2
2023/6/3,Nagoya,22.1,27.8
2023/6/4,Nagoya,22.1,27.8
2023/6/5,Nagoya,23.3,28.8
2023/6/6,Nagoya,19.7,23.8
2023/6/7,Nagoya,22.8,29.3
2023/6/8,Nagoya,21.5,25.6
2023/6/9,Nagoya,23,28
2023/6/10,Nagoya,23.6,27.1
2023/6/11,Nagoya,21.4,22.8
2023/6/12,Nagoya,21.7,23.6
2023/6/13,Nagoya,26,32.2
2023/6/14,Nagoya,24.3,27.3
2023/6/15,Nagoya,23.6,25.7
2023/6/16,Nagoya,24.3,28.9
2023/6/17,Nagoya,25.8,33.4
2023/6/18,Nagoya,25.3,28.9
2023/6/19,Nagoya,26.1,32.7
2023/6/20,Nagoya,24.5,29.2
2023/6/21,Nagoya,23.3,27.7
2023/6/22,Nagoya,19.8,22
2023/6/23,Nagoya,23.1,27.6
2023/6/24,Nagoya,25.5,29.5
2023/6/25,Nagoya,25.2,29.4
2023/6/26,Nagoya,25.4,29.6
2023/6/27,Nagoya,27.2,31.8
2023/6/28,Nagoya,27.5,33.6
2023/6/29,Nagoya,26,31.6
2023/6/30,Nagoya,26.1,29.9
2023/7/1,Nagoya,26.2,30.5
2023/7/2,Nagoya,28.5,34.4
2023/7/3,Nagoya,29,34.2
2023/7/4,Nagoya,28.3,35.6
2023/7/5,Nagoya,24.8,27.7
2023/7/6,Nagoya,27.6,34.3
2023/7/7,Nagoya,27.9,33.8
2023/7/8,Nagoya,28.4,31.1
2023/7/9,Nagoya,27,30.1
2023/7/10,Nagoya,28.1,34.3
2023/7/11,Nagoya,29.3,34.4
2023/7/12,Nagoya,27.7,34.6
2023/7/13,Nagoya,24.9,26.4
2023/7/14,Nagoya,27.3,30.7
2023/7/15,Nagoya,28.9,33.4
2023/7/16,Nagoya,30.3,35.4
2023/7/17,Nagoya,31.8,37.4
2023/7/18,Nagoya,31.9,37.1
2023/7/19,Nagoya,29.9,34.8
2023/7/20,Nagoya,29.1,34.6
2023/7/21,Nagoya,28,31.9
2023/7/22,Nagoya,28.4,33.4
2023/7/23,Nagoya,28.3,33.4
2023/7/24,Nagoya,29,34.3
2023/7/25,Nagoya,30,36.7
2023/7/26,Nagoya,31.5,38.2
2023/7/27,Nagoya,31.1,38.3
2023/7/28,Nagoya,30.5,37.4
2023/7/29,Nagoya,30.4,35.6
2023/7/30,Nagoya,30.2,35.7
2023/7/31,Nagoya,30.7,36.7
2023/8/1,Nagoya,31.2,36.6
2023/8/2,Nagoya,29.8,35.4
2023/8/3,Nagoya,29.7,35.2
2023/8/4,Nagoya,30.3,35.9
2023/8/5,Nagoya,30.2,35.7
2023/8/6,Nagoya,29.9,36.6
2023/8/7,Nagoya,28.8,33.1
2023/8/8,Nagoya,31,36.7
2023/8/9,Nagoya,28.7,33.9
2023/8/10,Nagoya,30,35.1
2023/8/11,Nagoya,30.3,36.4
2023/8/12,Nagoya,31.1,38.2
2023/8/13,Nagoya,31.3,38.9
2023/8/14,Nagoya,30.1,37.9
2023/8/15,Nagoya,26.5,28.2
2023/8/16,Nagoya,28.4,32.9
2023/8/17,Nagoya,29.2,33.9
2023/8/18,Nagoya,29.3,33.5
2023/8/19,Nagoya,30.6,36.2
2023/8/20,Nagoya,31,36.6
2023/8/21,Nagoya,30.8,35.8
2023/8/22,Nagoya,29.3,35.8
2023/8/23,Nagoya,28.1,33.1
2023/8/24,Nagoya,25.8,27.5
2023/8/25,Nagoya,28,33.8
2023/8/26,Nagoya,28.7,35.1
2023/8/27,Nagoya,28.3,33.6
2023/8/28,Nagoya,29.5,35.9
2023/8/29,Nagoya,29.4,34.6
2023/8/30,Nagoya,28.6,32
2023/8/31,Nagoya,29,33.8
2023/9/1,Nagoya,29.1,34.1
2023/9/2,Nagoya,29.2,33.1
2023/9/3,Nagoya,30.2,35.3
2023/9/4,Nagoya,29.6,34.6
2023/9/5,Nagoya,29.2,34.8
2023/9/6,Nagoya,25.7,29.7
2023/9/7,Nagoya,26.7,32.8
2023/9/8,Nagoya,25.4,29.5
2023/9/9,Nagoya,27.5,33.2
2023/9/10,Nagoya,27.1,33.2
2023/9/11,Nagoya,24.9,28.2
2023/9/12,Nagoya,25.8,29.6
2023/9/13,Nagoya,27.3,32.6
2023/9/14,Nagoya,28,33.2
2023/9/15,Nagoya,29.8,35.2
2023/9/16,Nagoya,30.1,35.7
2023/9/17,Nagoya,28.9,33.4
2023/9/18,Nagoya,27.4,31.7
2023/9/19,Nagoya,28.2,33
2023/9/20,Nagoya,26.9,32.2
2023/9/21,Nagoya,26.9,31
2023/9/22,Nagoya,26.8,31.8
2023/9/23,Nagoya,25.6,31.5
2023/9/24,Nagoya,24.8,30.3
2023/9/25,Nagoya,24.9,30.1
2023/9/26,Nagoya,26.1,30.8
2023/9/27,Nagoya,27.4,32.1
2023/9/28,Nagoya,27.9,33.4
2023/9/29,Nagoya,26.6,32.7
2023/9/30,Nagoya,26.3,31.6
2023/10/1,Nagoya,23.2,26.3
2023/10/2,Nagoya,21.9,27.1
2023/10/3,Nagoya,21.7,26.5
2023/10/4,Nagoya,19.7,22
2023/10/5,Nagoya,19.1,22.8
2023/10/6,Nagoya,18.3,23.8
2023/10/7,Nagoya,19,24.6
2023/10/8,Nagoya,17,20.8
2023/10/9,Nagoya,17.5,20.4
2023/10/10,Nagoya,20.3,26
2023/10/11,Nagoya,20.1,25.9
2023/10/12,Nagoya,19.4,25.5
2023/10/13,Nagoya,19.1,24.7
2023/10/14,Nagoya,18,22.8
2023/10/15,Nagoya,18.7,24.5
2023/10/16,Nagoya,18.6,24.9
2023/10/17,Nagoya,19,25.3
2023/10/18,Nagoya,18.4,24.9
2023/10/19,Nagoya,19.8,25.9
2023/10/20,Nagoya,19.6,25.8
2023/10/21,Nagoya,14.8,18.6
2023/10/22,Nagoya,14.5,20.7
2023/10/23,Nagoya,16.8,24.1
2023/10/24,Nagoya,17.5,23.9
2023/10/25,Nagoya,17.5,24
2023/10/26,Nagoya,17.8,24.3
2023/10/27,Nagoya,16.8,23.6
2023/10/28,Nagoya,16,22.4
2023/10/29,Nagoya,16.3,22
2023/10/30,Nagoya,15.8,22.8
2023/10/31,Nagoya,16.6,23.6
2023/11/1,Nagoya,17,23.7
2023/11/2,Nagoya,18.1,25.2
2023/11/3,Nagoya,18.8,25.7
2023/11/4,Nagoya,18.7,24.2
2023/11/5,Nagoya,20.2,26
2023/11/6,Nagoya,22,26.3
2023/11/7,Nagoya,19.5,22.6
2023/11/8,Nagoya,16.8,21.8
2023/11/9,Nagoya,17.9,23.4
2023/11/10,Nagoya,16.8,18.7
2023/11/11,Nagoya,13.9,17.7
2023/11/12,Nagoya,11.7,15.3
2023/11/13,Nagoya,10.4,15.6
2023/11/14,Nagoya,10.2,17.1
2023/11/15,Nagoya,10.8,16
2023/11/16,Nagoya,12.4,17.2
2023/11/17,Nagoya,12.6,15.9
2023/11/18,Nagoya,8.4,13.2
2023/11/19,Nagoya,10.7,15.7
2023/11/20,Nagoya,11.1,17.7
2023/11/21,Nagoya,10.9,17.6
2023/11/22,Nagoya,13.1,20.1
2023/11/23,Nagoya,13.5,18.9
2023/11/24,Nagoya,12.3,19.1
2023/11/25,Nagoya,9.2,14.6
2023/11/26,Nagoya,9.9,15
2023/11/27,Nagoya,11,16.3
2023/11/28,Nagoya,11.6,18.6
2023/11/29,Nagoya,9.6,15.1
2023/11/30,Nagoya,9,11.9
2023/12/1,Nagoya,7.9,12.5
2023/12/2,Nagoya,7.9,12.4
2023/12/3,Nagoya,6.8,12.7
2023/12/4,Nagoya,7.3,13.8
2023/12/5,Nagoya,7.1,9
2023/12/6,Nagoya,11.4,17.8
2023/12/7,Nagoya,10.7,17.8
2023/12/8,Nagoya,9.6,16.3
2023/12/9,Nagoya,10.9,18.1
2023/12/10,Nagoya,13.2,20.5
2023/12/11,Nagoya,13.7,17.9
2023/12/12,Nagoya,13.9,19.5
2023/12/13,Nagoya,10.7,15.6
2023/12/14,Nagoya,10.4,16.3
2023/12/15,Nagoya,11,12.4
2023/12/16,Nagoya,14.1,16.5
2023/12/17,Nagoya,5.3,10.9
2023/12/18,Nagoya,4.6,8.8
2023/12/19,Nagoya,6.8,10.2
2023/12/20,Nagoya,7.5,12.1
2023/12/21,Nagoya,4.9,8.7
2023/12/22,Nagoya,2.7,7.4
2023/12/23,Nagoya,3.6,7.2
2023/12/24,Nagoya,5.2,10.7
2023/12/25,Nagoya,5.4,11
2023/12/26,Nagoya,6.3,11.5
2023/12/27,Nagoya,8.1,14.3
2023/12/28,Nagoya,7.2,13.2
2023/12/29,Nagoya,8.8,14.2
2023/12/30,Nagoya,7.7,13.5
2023/12/31,Nagoya,9,12.5
2024/1/1,Nagoya,8.4,13
2024/1/2,Nagoya,8,13.7
2024/1/3,Nagoya,7.6,11
2024/1/4,Nagoya,9.4,14.8
2024/1/5,Nagoya,6.8,12.9
2024/1/6,Nagoya,8,13
2024/1/7,Nagoya,6.4,9.7
2024/1/8,Nagoya,3.2,7.6
2024/1/9,Nagoya,3.6,9.1
2024/1/10,Nagoya,5.2,9.7
2024/1/11,Nagoya,5.4,11.3
2024/1/12,Nagoya,5.7,11.6
2024/1/13,Nagoya,5.1,9.6
2024/1/14,Nagoya,3.6,9.4
2024/1/15,Nagoya,4.7,9.4
2024/1/16,Nagoya,3.3,7.5
2024/1/17,Nagoya,5.5,12
2024/1/18,Nagoya,7.1,8.8
2024/1/19,Nagoya,9.5,15.8
2024/1/20,Nagoya,7.7,8.8
2024/1/21,Nagoya,10.3,15.4
2024/1/22,Nagoya,9.6,15.2
2024/1/23,Nagoya,5.6,8.9
2024/1/24,Nagoya,0.1,2.1
2024/1/25,Nagoya,1.8,6.6
2024/1/26,Nagoya,3.8,8.6
2024/1/27,Nagoya,5.5,10.9
2024/1/28,Nagoya,5.4,11.3
2024/1/29,Nagoya,5.9,12.3
2024/1/30,Nagoya,6.6,13.7
2024/1/31,Nagoya,6.5,9.4
2024/2/1,Nagoya,9.1,15.6
2024/2/2,Nagoya,4.3,9.2
2024/2/3,Nagoya,6.2,11.7
2024/2/4,Nagoya,8.2,14.2
2024/2/5,Nagoya,5,6.1
2024/2/6,Nagoya,6,10.9
2024/2/7,Nagoya,5.6,12
2024/2/8,Nagoya,5.3,11.1
2024/2/9,Nagoya,6.4,12
2024/2/10,Nagoya,5.8,13.1
2024/2/11,Nagoya,6.1,12.2
2024/2/12,Nagoya,6.7,12.5
2024/2/13,Nagoya,7.5,14.9
2024/2/14,Nagoya,10.9,19.2
2024/2/15,Nagoya,10.8,14.3
2024/2/16,Nagoya,9.2,13.4
2024/2/17,Nagoya,10.1,15.6
2024/2/18,Nagoya,12.3,15.7
2024/2/19,Nagoya,14.9,16.3
2024/2/20,Nagoya,16.3,21.6
2024/2/21,Nagoya,12.1,13.1
2024/2/22,Nagoya,9.1,12
2024/2/23,Nagoya,5.8,8.6
2024/2/24,Nagoya,6.8,12.6
